Persuasion Technique Type,Gold Count,GPT-4 Count,0_P,0_R,0_F1,0_Support,1_P,1_R,1_F1,1_Support,Weighted_P,Weighted_R,Weighted_F1,Weighted_Support,Macro_P,Macro_R,Macro_F1,Macro_Support
Q12True,6945,11754,0.4103283988429471,0.9975180972078593,0.5814696485623003,4835.0,0.5384615384615384,0.002015838732901368,0.004016640367235692,6945.0,0.485870389899918,0.41061120543293717,0.24102727658312176,11780.0,0.47439496865224273,0.49976696797038034,0.292743144464768,11780.0
Q13True,6945,10986,0.4077007099945385,0.9263702171664943,0.5662094684280387,4835.0,0.5516372795969773,0.0630669546436285,0.11319291898178058,6945.0,0.4925597486947878,0.41740237691001697,0.2991296776042473,11780.0,0.47966899479575786,0.4947185859050614,0.3397011937049096,11780.0
Q14True,6945,10991,0.40578655263397323,0.922440537745605,0.5636294704915962,4835.0,0.5247148288973384,0.059611231101511876,0.10705973622963537,6945.0,0.4759017375787162,0.4137521222410866,0.29445486909521945,11780.0,0.46525069076565584,0.49102588442355843,0.3353446033606158,11780.0
Q15True,6945,11773,0.4103457062770747,0.9991726990692864,0.5817678227360308,4835.0,0.42857142857142855,0.00043196544276457883,0.0008630609896432682,6945.0,0.42109083712039275,0.41035653650254666,0.23929043985583884,11780.0,0.4194585674242516,0.4998023322560255,0.29131544186283703,11780.0
Q16True,6945,8497,0.5172413793103449,0.9089968976215098,0.6593159315931594,4835.0,0.8659762412427657,0.4093592512598992,0.5559249120062573,6945.0,0.7228410071643908,0.6144312393887945,0.5983608695361955,11780.0,0.6916088102765553,0.6591780744407045,0.6076204217997083,11780.0
Q17True,6945,10720,0.436660447761194,0.9681489141675285,0.6018643522982964,4835.0,0.8547169811320755,0.1304535637149028,0.22635852592129915,6945.0,0.6831292613656739,0.47427843803056025,0.38048167282560996,11780.0,0.6456887144466348,0.5493012389412156,0.41411143910979775,11780.0
Q18True,6945,11766,0.410589835118137,0.9991726990692864,0.5820131317390519,4835.0,0.7142857142857143,0.0014398848092152627,0.002873976145997988,6945.0,0.5896363445255075,0.41095076400679115,0.24057667710460715,11780.0,0.5624377747019257,0.5003062919392508,0.2924435539425249,11780.0
Q19True,6945,7565,0.25076007931262395,0.3923474663908997,0.30596774193548393,4835.0,0.3029655990510083,0.18387329013678905,0.22885304659498207,6945.0,0.28153829107689216,0.2694397283531409,0.26050411212735275,11780.0,0.2768628391818161,0.28811037826384434,0.267410394265233,11780.0
Q20True,6945,7600,0.5543421052631579,0.8713547052740435,0.6776035383996784,4835.0,0.8511961722488038,0.5123110151187905,0.6396404494382022,6945.0,0.729354965637972,0.6596774193548387,0.6552220738124583,11780.0,0.7027691387559809,0.691832860196417,0.6586219939189403,11780.0
Q21True,6945,11558,0.41131683682297976,0.9832471561530507,0.5800036600988226,4835.0,0.6351351351351351,0.020302375809935207,0.039347007115948095,6945.0,0.543270833578321,0.41553480475382004,0.26125489482156766,11780.0,0.5232259859790575,0.501774765981493,0.30967533360738536,11780.0
Q22True,6945,3196,0.6142052565707133,0.40599793174767324,0.4888556842236334,4835.0,0.6654240447343895,0.822462203023758,0.7356558696632108,6945.0,0.6444017322750198,0.6515280135823429,0.6343588495782909,11780.0,0.6398146506525515,0.6142300673857156,0.6122557769434221,11780.0
Q23True,6945,11052,0.38165038002171553,0.8723888314374354,0.5310001888336376,4835.0,0.15247252747252749,0.015982721382289417,0.028932620878404796,6945.0,0.24653661211389624,0.36748726655348046,0.23500194949160946,11780.0,0.26706145374712154,0.4441857764098624,0.2799664048560212,11780.0
Q24True,6945,11115,0.3832658569500675,0.8810754912099276,0.5341692789968653,4835.0,0.13533834586466165,0.012958963282937365,0.023653088042049932,6945.0,0.23709806709538636,0.3692699490662139,0.2331900815281732,11780.0,0.25930210140736454,0.44701722724643245,0.2789111835194576,11780.0
Q25True,6945,10966,0.378442458508116,0.8583247156153051,0.5252832099234226,4835.0,0.15847665847665848,0.018574514038876888,0.0332517076942905,6945.0,0.24875973514491798,0.3632427843803056,0.23520181917797925,11780.0,0.26845955849238723,0.438449614827091,0.27926745880885656,11780.0
Q26True,6945,11060,0.3817359855334539,0.8732161323681489,0.5312362378106323,4835.0,0.1486111111111111,0.015406767458603312,0.0279191128506197,6945.0,0.24429521703912702,0.36748726655348046,0.2345013114229169,11780.0,0.2651735483222825,0.4443114499133761,0.279577675330626,11780.0
Q27True,6945,11093,0.38303434598395386,0.8788004136504654,0.5335258663987946,4835.0,0.1470160116448326,0.014542836573074154,0.026467505241090147,6945.0,0.24388771338758738,0.3692699490662139,0.2345852621339171,11780.0,0.26502517881439325,0.4466716251117698,0.27999668581994236,11780.0
Q28True,6945,10983,0.37876718565055084,0.860392967942089,0.5259830572765205,4835.0,0.15307402760351319,0.017566594672426206,0.031516404029966416,6945.0,0.24570784926373618,0.3634974533106961,0.2344660023701268,11780.0,0.265920606627032,0.43897978130725757,0.2787497306532435,11780.0
Q29True,6945,11229,0.3886365660343753,0.9025853154084799,0.5433266932270916,4835.0,0.14519056261343014,0.011519078473722102,0.021344717182497332,6945.0,0.24511088744706935,0.3772495755517827,0.2355877438527531,11780.0,0.26691356432390273,0.457052196941101,0.28233570520479445,11780.0
Q30True,6945,10979,0.3788140996447764,0.8601861427094105,0.5259896294422665,4835.0,0.1560549313358302,0.017998560115190784,0.032274722437387035,6945.0,0.24748452206365318,0.36366723259762307,0.23491577297801455,11780.0,0.2674345154903033,0.43909235141230063,0.27913217593982675,11780.0
Q31True,6945,11151,0.3850775715182495,0.8881075491209928,0.5372200675591141,4835.0,0.13990461049284578,0.012670986321094313,0.02323739107472934,6945.0,0.24053375026855264,0.3719864176570458,0.2341971738253236,11780.0,0.2624910910055476,0.45038926772104354,0.2802287293169217,11780.0
Q32True,6945,10902,0.3754356998715832,0.846535677352637,0.5201753828556904,4835.0,0.1548974943052392,0.019582433405327573,0.03476927010098428,6945.0,0.2454155099175714,0.35899830220713075,0.23400004728001692,11780.0,0.26516659708841117,0.4330590553789823,0.27747232647833736,11780.0
Q33True,6945,9914,0.4372604397821263,0.8965873836608066,0.5878364634890502,4835.0,0.7320471596998929,0.1966882649388049,0.31006696175235504,6945.0,0.6110544779679403,0.483955857385399,0.4240750721850308,11780.0,0.5846537997410096,0.5466378242998058,0.4489517126207026,11780.0
Q34True,6945,11556,0.4086188992731049,0.9766287487073423,0.5761698493075469,4835.0,0.4955357142857143,0.015982721382289417,0.03096666201701772,6945.0,0.45986145277587,0.4102716468590832,0.2547406357478928,11780.0,0.4520773067794096,0.49630573504481584,0.3035682556622823,11780.0
Q35True,6945,11644,0.41008244589488146,0.9875904860392968,0.5795254566417865,4835.0,0.5588235294117647,0.010943124550035998,0.021465894647648642,6945.0,0.49777402696659234,0.41179966044142613,0.2505166571469403,11780.0,0.4844529876533231,0.4992668052946664,0.3004956756447176,11780.0
Q36True,6945,11601,0.41074045340918885,0.9855222337125129,0.5798247748844,4835.0,0.6089385474860335,0.015694744420446365,0.030600786075238633,6945.0,0.5275898390937123,0.4137521222410866,0.25602506331567115,11780.0,0.5098395004476112,0.5006084890664796,0.3052127804798193,11780.0
Q37True,6945,11752,0.4104833219877468,0.9977249224405378,0.5816603364080304,4835.0,0.6071428571428571,0.0024478041756659467,0.0048759500932166935,6945.0,0.5264256370685821,0.41095076400679115,0.2416121561910201,11780.0,0.5088130895653019,0.5000863633081019,0.29326814325062356,11780.0
Q38True,6945,11672,0.4110692254969157,0.9923474663908997,0.5813291330950506,4835.0,0.6574074074074074,0.010223182145428366,0.020133276619878068,6945.0,0.5563000127098499,0.4133276740237691,0.2504713042987795,11780.0,0.5342383164521616,0.501285324268164,0.30073120485746435,11780.0
Q39True,6945,9979,0.44663793967331394,0.9218200620475698,0.6017280950452274,4835.0,0.79011660188784,0.2048956083513319,0.3254058998399268,6945.0,0.6491387299177863,0.499151103565365,0.43881997571578657,11780.0,0.618377270780577,0.5633578351994508,0.4635669974425771,11780.0
Q40True,6945,11658,0.40838908903757076,0.9846949327817994,0.577335839447038,4835.0,0.39344262295081966,0.006911447084233261,0.013584264893165417,6945.0,0.3995772718073088,0.40823429541595924,0.2449712651451157,11780.0,0.4009158559941952,0.49580318993301636,0.29546005217010174,11780.0
Q41True,6945,11777,0.4105459794514732,1.0,0.5821093185648928,4835.0,1.0,0.00043196544276457883,0.0008635578583765113,6945.0,0.758063651158563,0.4106960950764007,0.2394308968240816,11780.0,0.7052729897257366,0.5002159827213822,0.29148643821163467,11780.0
Q42True,6945,11707,0.40821730588536775,0.9884177869700104,0.5778019586507074,4835.0,0.2328767123287671,0.0024478041756659467,0.004844685095468795,6945.0,0.3048437556094262,0.4071307300509338,0.24001008557421058,11780.0,0.32054700910706746,0.49543279557283815,0.29132332187308807,11780.0
Q43True,6945,11641,0.4064083841594365,0.9784901758014478,0.5742898761835397,4835.0,0.2517985611510791,0.005039596832253419,0.009881422924901186,6945.0,0.3152568374028115,0.40458404074702886,0.24153803340924046,11780.0,0.3291034726552578,0.4917648863168506,0.29208564955422045,11780.0
Q44True,6945,11758,0.40984861370981457,0.9966907962771459,0.5808473452660761,4835.0,0.2727272727272727,0.0008639308855291577,0.0017224056265250467,6945.0,0.32900755147520055,0.4095925297113752,0.23941927176890443,11780.0,0.3412879432185436,0.4987773635813375,0.29128487544630055,11780.0
Q45True,6945,11763,0.40967440278840433,0.9966907962771459,0.5806723701650802,4835.0,0.058823529411764705,0.00014398848092152627,0.00028727377190462507,6945.0,0.20282726224504594,0.4091680814940577,0.2385013604494092,11780.0,0.23424896610008453,0.4984173923790337,0.2904798219684924,11780.0
Q46True,6945,11655,0.4055770055770056,0.9776628748707342,0.573317161916313,4835.0,0.136,0.0024478041756659467,0.004809052333804809,6945.0,0.24664557062519712,0.40271646859083193,0.2381483316064217,11780.0,0.2707885027885028,0.4900553395232001,0.2890631071250589,11780.0
Q47True,6945,4549,0.46317872059793364,0.4357807652533609,0.4490622335890878,4835.0,0.6227354446134697,0.6483801295896329,0.6352990970654627,6945.0,0.5572467552573477,0.5611205432937182,0.5588597732192596,11780.0,0.5429570826057017,0.5420804474214969,0.5421806653272753,11780.0
Q48True,6945,11407,0.4164109757166652,0.9824198552223371,0.5849033370274597,4835.0,0.7721179624664879,0.04146868250539957,0.0787100300628587,6945.0,0.6261210795347907,0.4276740237691002,0.2864727328789746,11780.0,0.5942644690915766,0.5119442688638683,0.3318066835451592,11780.0
Q49True,6945,6047,0.4962791466843063,0.6206825232678387,0.5515530233412975,4835.0,0.6800976800976801,0.561411087113031,0.6150812430982806,6945.0,0.604650939091427,0.5857385398981324,0.5890066299807073,11780.0,0.5881884133909931,0.5910468051904348,0.5833171332197891,11780.0
Q50True,6945,2326,0.5369733447979363,0.25832471561530507,0.34883396173718756,4835.0,0.6206896551724138,0.8449244060475162,0.7156533934996037,6945.0,0.5863290133506313,0.6041595925297114,0.5650955027889685,11780.0,0.5788314999851751,0.5516245608314106,0.5322436776183956,11780.0
Q51True,6945,5501,0.45682603163061264,0.5197518097207859,0.48626160990712075,4835.0,0.6301958910654563,0.5697624190064795,0.5984573502722322,6945.0,0.5590377187082858,0.5492359932088285,0.5524075705892685,11780.0,0.5435109613480344,0.5447571143636327,0.5423594800896765,11780.0
Q52True,6945,7893,0.4805523881920689,0.784488107549121,0.5960087994971717,4835.0,0.7319269359403139,0.40964722822174227,0.5252954209748892,6945.0,0.6287524080657159,0.5634974533106961,0.5543191209031775,11780.0,0.6062396620661914,0.5970676678854316,0.5606521102360305,11780.0
Q53True,6945,2369,0.41241029970451665,0.20206825232678388,0.27123820099944473,4835.0,0.5900541919030922,0.7995680345572355,0.6790168745414528,6945.0,0.5171417794429808,0.5543293718166383,0.5116476142209426,11780.0,0.5012322458038044,0.5008181434420097,0.47512753777044875,11780.0
Q54True,6945,11200,0.39125,0.9063081695966908,0.5465544122232615,4835.0,0.2189655172413793,0.018286537077033836,0.03375415282392026,6945.0,0.28967820604765526,0.38276740237691004,0.24422862261982983,11780.0,0.3051077586206896,0.46229735333686234,0.2901542825235909,11780.0
Q55True,6945,11585,0.40371169615882607,0.9673216132368149,0.5696711327649209,4835.0,0.18974358974358974,0.005327573794096472,0.010364145658263305,6945.0,0.2775649644904206,0.400169779286927,0.23992690309974796,11780.0,0.2967276429512079,0.48632459351545565,0.29001763921159207,11780.0
Q56True,6945,11505,0.3986962190352021,0.94870734229576,0.5614443084455325,4835.0,0.09818181818181818,0.0038876889848812094,0.007479224376731301,6945.0,0.22152537744549486,0.39168081494057727,0.2348494435170245,11780.0,0.24843901860851014,0.47629751564032063,0.2844617664111319,11780.0
Q57True,6945,11651,0.4074328383829714,0.981799379524302,0.5758825670265679,4835.0,0.3178294573643411,0.005903527717782578,0.011591744416171898,6945.0,0.354606396857132,0.4064516129032258,0.2432000744094881,11780.0,0.36263114787365625,0.49385145362104227,0.29373715572136994,11780.0
Q58True,6945,11756,0.40966315073154136,0.9960703205791106,0.5805557229823398,4835.0,0.20833333333333334,0.0007199424046076314,0.0014349261013057828,6945.0,0.2909674307119697,0.40925297113752124,0.2391300918839713,11780.0,0.30899824203243736,0.4983951314918591,0.2909953245418228,11780.0
Q59True,6945,11584,0.40521408839779005,0.9708376421923475,0.5717766002801632,4835.0,0.28061224489795916,0.007919366450683946,0.015404005041310741,6945.0,0.3317540032444517,0.4031409168081494,0.24376236649970218,11780.0,0.34291316664787463,0.4893785043215157,0.293590302660737,11780.0
Q60True,6945,11500,0.4012173913043478,0.9542916235780765,0.5649219467401286,4835.0,0.21071428571428572,0.008495320374370051,0.01633217993079585,6945.0,0.28890465205791477,0.3966893039049236,0.2414961461891256,11780.0,0.30596583850931675,0.4813934719762233,0.29062706333546223,11780.0
Q61True,6945,9088,0.38325264084507044,0.7203722854188211,0.5003232062055591,4835.0,0.49777117384843983,0.1929445644348452,0.2780948427934004,6945.0,0.45076802384238795,0.4094227504244482,0.36930656920238064,11780.0,0.44051190734675516,0.4566584249268332,0.3892090244994798,11780.0
Q62True,6945,7936,0.41557459677419356,0.6821096173733195,0.5164826560175397,4835.0,0.600156087408949,0.33218142548596113,0.42765779961071465,6945.0,0.5243961971526635,0.47580645161290325,0.46411520035154646,11780.0,0.5078653420915713,0.5071455214296403,0.4720702278141272,11780.0
Q63True,6945,11585,0.4123435476909797,0.9880041365046536,0.581851400730816,4835.0,0.7025641025641025,0.0197264218862491,0.038375350140056025,6945.0,0.5834455641250916,0.41714770797962647,0.2614404354207287,11780.0,0.5574538251275412,0.5038652791954513,0.310113375435436,11780.0
Q64True,6945,11586,0.40428102882789574,0.9687693898655636,0.5704890079775897,4835.0,0.22164948453608246,0.00619150467962563,0.012046505112760892,6945.0,0.29660903603446254,0.40127334465195247,0.24125444240914862,11780.0,0.3129652566819891,0.4874804472725946,0.2912677565451753,11780.0
Q65True,6945,5219,0.47940218432649934,0.5174767321613237,0.497712353292222,4835.0,0.6444139612863893,0.6087832973362131,0.6260921072116096,6945.0,0.5766862922200847,0.5713073005093379,0.5733997379246623,11780.0,0.5619080728064443,0.5631300147487683,0.5619022302519158,11780.0
Q66True,6945,11563,0.41252270172100663,0.9865563598759048,0.5817782656421515,4835.0,0.7004608294930875,0.021886249100071996,0.04244624406590338,6945.0,0.5822790936885026,0.4178268251273345,0.2638104481678694,11780.0,0.556491765607047,0.5042213044879884,0.31211225485402744,11780.0
Q67True,6945,7252,0.40526751241036957,0.6078593588417787,0.4863076032100604,4835.0,0.5812720848056537,0.37897768178545715,0.4588163514338011,6945.0,0.5090325171035146,0.4729202037351443,0.47009990001938795,11780.0,0.4932697986080117,0.4934185203136179,0.4725619773219307,11780.0
Q68True,6945,10258,0.3935465002924547,0.8349534643226474,0.534949976810442,4835.0,0.4756898817345598,0.10424766018718502,0.17101688909885437,6945.0,0.44197483510700647,0.4041595925297114,0.3203901046409194,11780.0,0.43461819101350724,0.4696005622549162,0.3529834329546482,11780.0
Q69True,6945,11189,0.4167485923675038,0.9644260599793175,0.5820019970044933,4835.0,0.7089678510998308,0.06033117350611951,0.11119957537154988,6945.0,0.5890289617984046,0.43140916808149404,0.30443639273957035,11780.0,0.5628582217336673,0.5123786167427186,0.3466007861880216,11780.0
Q70True,6945,2829,0.5351714386709084,0.3131334022750776,0.39509394572025053,4835.0,0.6289800022343872,0.8106551475881929,0.7083543029693005,6945.0,0.5904770816206844,0.6064516129032258,0.5797792751849917,11780.0,0.5820757204526479,0.5618942749316352,0.5517241243447755,11780.0
Q71True,6945,11728,0.4106412005457026,0.9960703205791106,0.5815371611423051,4835.0,0.6346153846153846,0.004751619870410367,0.009432613977418895,6945.0,0.5426871010859352,0.41162988115449917,0.24424802022039216,11780.0,0.5226282925805436,0.5004109702247604,0.295484887559862,11780.0
Q72True,6945,4972,0.3795253419147224,0.3902792140641158,0.3848271642704191,4835.0,0.5669800235017627,0.5557955363570914,0.5613320730022541,6945.0,0.49004085665343167,0.48786078098471986,0.48888714654058835,11780.0,0.47325268270824256,0.47303737521060363,0.4730796186363366,11780.0
Q73True,6945,11216,0.4059379457917261,0.9416752843846949,0.5673166780885927,4835.0,0.5,0.04060475161987041,0.07510986815821015,6945.0,0.46139303632453277,0.4104414261460102,0.2771319331848145,11780.0,0.452968972895863,0.4911400180022827,0.3212132731234014,11780.0
Q74True,6945,7636,0.40597171293871137,0.6411582213029989,0.497153395878438,4835.0,0.5813223938223938,0.3468682505399568,0.4344846244025611,6945.0,0.5093512102848212,0.46765704584040746,0.4602064843419384,11780.0,0.4936470533805526,0.49401323592147783,0.46581901014049953,11780.0
Q75True,6945,10887,0.40782584734086524,0.9183040330920372,0.5648136369418649,4835.0,0.5576707726763718,0.07170626349892009,0.1270732329675938,6945.0,0.4961682078209241,0.4191850594227504,0.3067400286565242,11780.0,0.4827483100086185,0.49500514829547865,0.34594343495472935,11780.0
Q76True,6945,11067,0.41673443570976776,0.9538779731127197,0.5800528235442083,4835.0,0.6872370266479664,0.07055435565154787,0.1279707495429616,6945.0,0.5762115574471013,0.433106960950764,0.3135239607310794,11780.0,0.5519857311788671,0.5122161643821338,0.35401178654358495,11780.0
Q77True,6945,10685,0.3982218062704726,0.8800413650465356,0.5483247422680412,4835.0,0.4703196347031963,0.07415406767458603,0.12810945273631838,6945.0,0.4407276991792388,0.40492359932088284,0.30058321546007727,11780.0,0.43427072048683446,0.4770977163605608,0.33821709750217976,11780.0
Q78True,6945,7388,0.4030860855441256,0.6159255429162358,0.4872780823038534,4835.0,0.5771857923497268,0.3650107991360691,0.4472082561524212,6945.0,0.5057280603968336,0.46799660441426144,0.4636545727434378,11780.0,0.4901359389469262,0.4904681710261525,0.4672431692281373,11780.0
Q79True,6945,11620,0.4098106712564544,0.9849017580144778,0.5787906411425099,4835.0,0.54375,0.012526997840172787,0.02448979591836735,6945.0,0.4887757508934598,0.41162988115449917,0.25199782534610327,11780.0,0.4767803356282272,0.49871437792732526,0.3016402185304386,11780.0
Q80True,6945,11241,0.417044746908638,0.9695966907962772,0.5832296591191839,4835.0,0.7272727272727273,0.0564434845212383,0.10475681453768039,6945.0,0.5999423125816941,0.4312393887945671,0.30114189123985097,11780.0,0.5721587370906827,0.5130200876587577,0.34399323682843214,11780.0
Q81True,6945,11550,0.41393939393939394,0.9888314374353672,0.5835825450106805,4835.0,0.7652173913043478,0.025341972642188626,0.04905923344947736,6945.0,0.6210383490921618,0.4207979626485569,0.2684497437549457,11780.0,0.589578392621871,0.507086705038778,0.31632088923007895,11780.0
Q82True,6945,11707,0.4116340650892628,0.9966907962771459,0.5826381332366097,4835.0,0.7808219178082192,0.008207343412526998,0.016243944143630663,6945.0,0.6292919290224676,0.41392190152801356,0.24871558287576598,11780.0,0.596227991448741,0.5024490698448364,0.2994410386901202,11780.0
Q83True,6945,11435,0.414954088325317,0.9813857290589452,0.5832821143208359,4835.0,0.7391304347826086,0.0367170626349892,0.06995884773662552,6945.0,0.6060750328198748,0.4244482173174873,0.2806479813473774,11780.0,0.5770422615539628,0.5090513958469672,0.3266204810287307,11780.0
Q84True,6945,11434,0.4130662935105825,0.9768355739400206,0.5806134365972094,4835.0,0.6763005780346821,0.033693304535637146,0.06418872582636126,6945.0,0.5682583228840861,0.4207979626485569,0.27615082061218904,11780.0,0.5446834357726323,0.5052644392378289,0.32240108121178535,11780.0
Q85True,6945,11721,0.40994795665898814,0.9937952430196484,0.5804542159942016,4835.0,0.4915254237288136,0.004175665946724262,0.008280982295830954,6945.0,0.45804265180329523,0.41035653650254666,0.2431245803375646,11780.0,0.45073669019390084,0.4989854544831863,0.29436759914501626,11780.0
Q86True,6945,8792,0.2964058234758872,0.5389865563598759,0.382475966830557,4835.0,0.2540160642570281,0.10928725701943845,0.1528239202657807,6945.0,0.27141457748480263,0.28565365025466893,0.24708263377517747,11780.0,0.2752109438664576,0.32413690668965717,0.26764994354816884,11780.0
Q87True,6945,10174,0.3563986632592884,0.7499482936918304,0.4831767606103005,4835.0,0.24719800747198006,0.05716342692584593,0.0928546368845749,6945.0,0.2920184803694024,0.34151103565365026,0.25305900600290115,11780.0,0.3017983353656342,0.40355586030883817,0.2880156987474377,11780.0
Q88True,6945,11185,0.38775145283862317,0.8970010341261634,0.5414481897627965,4835.0,0.16302521008403362,0.013966882649388048,0.02572944297082228,6945.0,0.2552621696526618,0.3764006791171477,0.2374017808943533,11780.0,0.2753883314613284,0.4554839583877757,0.2835888163668094,11780.0
Q89True,6945,10370,0.36923818707810996,0.7919338159255429,0.5036501150937192,4835.0,0.2865248226950355,0.058171346292296616,0.09670855774985038,6945.0,0.3204738139337592,0.35933786078098473,0.26373423090414627,11780.0,0.32788150488657275,0.42505258110891975,0.30017933642178474,11780.0
Q90True,6945,11447,0.40569581549751027,0.9604963805584281,0.5704458911681611,4835.0,0.4264264264264264,0.020446364290856733,0.039021709260785936,6945.0,0.417917724911884,0.4062818336162988,0.2571402083713258,11780.0,0.41606112096196834,0.49047137242464245,0.30473380021447355,11780.0
Q91True,6945,11667,0.40558841175966404,0.9786970010341262,0.5735062416676766,4835.0,0.08849557522123894,0.0014398848092152627,0.0028336639274582033,6945.0,0.2186436112707538,0.4025466893039049,0.2370613305975733,11780.0,0.24704199349045147,0.49006844292167073,0.2881699527975674,11780.0
Q92True,6945,10360,0.35144787644787645,0.7530506721820062,0.4792365909838763,4835.0,0.1591549295774648,0.03254139668826494,0.05403466826060968,6945.0,0.23807992092877556,0.32826825127334464,0.22855515182317282,11780.0,0.2553014030126706,0.39279603443513555,0.26663562962224296,11780.0
Q93True,6945,8691,0.3791278333908641,0.6814891416752844,0.48720981812804964,4835.0,0.5014567821301392,0.2230381569474442,0.3087502491528802,6945.0,0.45124791395064895,0.41120543293718165,0.381997449152451,11780.0,0.44029230776050166,0.4522636493113643,0.3979800336404649,11780.0
Q94True,6945,11343,0.39266507978488935,0.9211995863495347,0.5506243046112004,4835.0,0.12814645308924486,0.008063354931605472,0.01517204009753454,6945.0,0.23671585547238924,0.3828522920203735,0.23494383117763426,11780.0,0.2604057664370671,0.4646314706405701,0.2828981723543675,11780.0
Q95True,6945,6211,0.5108678151666398,0.6562564632885212,0.574506608727141,4835.0,0.7015622194289819,0.5625629949604032,0.624420648873262,6945.0,0.6232933361854824,0.601018675721562,0.603933859050979,11780.0,0.6062150172978109,0.6094097291244622,0.5994636288002015,11780.0
Q96True,6945,6129,0.46516560613476915,0.5896587383660806,0.5200656694636994,4835.0,0.6489116970447708,0.5280057595392369,0.5822483328040648,6945.0,0.5734946894429154,0.5533106960950764,0.5567259917810881,11780.0,0.55703865158977,0.5588322489526587,0.5511570011338821,11780.0
Q97True,6945,10914,0.4252336448598131,0.959875904860393,0.5893707536986474,4835.0,0.7759815242494227,0.09676025917926566,0.1720650364870055,6945.0,0.6320200644150625,0.45101867572156196,0.34334459019823543,11780.0,0.6006075845546179,0.5283180820198293,0.3807178950928265,11780.0
Q98True,6945,11510,0.41624674196350997,0.990899689762151,0.5862343224227593,4835.0,0.837037037037037,0.03254139668826494,0.06264726264726264,6945.0,0.6643272682186581,0.42589134125636674,0.2775490821731138,11780.0,0.6266418895002734,0.511720543225208,0.32444079253501096,11780.0
