,Appeal_to_Authority,Appeal_to_Popularity,Appeal_to_Values,Appeal_to_Fear-Prejudice,Flag_Waving,Causal_Oversimplification,False_Dilemma-No_Choice,Consequential_Oversimplification,Straw_Man,Red_Herring,Whataboutism,Slogans,Appeal_to_Time,Conversation_Killer,Loaded_Language,Repetition,Exaggeration-Minimisation,Obfuscation-Vagueness-Confusion,Name_Calling-Labeling,Doubt,Guilt_by_Association,Appeal_to_Hypocrisy,Questioning_the_Reputation,None
Q24,2.456395720837615,0.09430280519844922,0.0,42.30629153146137,33.904191743446006,156.06036324427225,6.070368980715641,0.0,6.795283416982407,1.76324616479413,1.8502466954490677,38.55220120644093,0.0,0.010101143781152098,1149.5829981367049,127.82088030975275,221.0540249399564,3.7933656129976696,1221.8519196293416,169.3353031930019,94.9464677099443,37.00389331858766,0.0,1374.8894069836995
Q25,0.49640536140292,0.24109410179923596,0.0,47.231596275629094,65.9001020199966,168.0555969774787,5.860352270496414,0.0,10.097241048577295,3.9405062451768247,8.81499159153825,29.01984987655804,0.0,1.405209550086379,1186.0897563542019,144.47078650312056,206.78243953536716,1.2535993155078962,1306.4604987559626,233.6688623894282,108.86708357020633,40.506281507857295,0.0,1703.058442906055
Q26,0.683388616622096,0.18788054759009934,0.0,47.08634632580316,67.42460970803711,165.14745899129596,5.606167476065609,0.0,10.499499207522366,4.272328845754173,9.148329889337209,30.68200940656532,0.0,1.112211229841368,1207.1649900452196,144.88096937061042,209.5032739101619,1.1636407560556032,1326.6545856594466,226.00949107298092,118.54164517365474,37.102433746584765,0.0,1699.3404491881258
Q27,2.61477491490799,0.19043710786651316,0.0,38.675993154027246,48.216802333242455,184.84395656324,8.0510852235388,0.0,6.736054618594248,3.7921970408809114,4.7120726019139125,28.785842146297334,0.0,0.24259587331097276,1152.4755246040186,134.58717544413918,212.7256730598885,1.6620926180192026,1321.8945358736817,209.26061042341016,116.86883810114948,45.26118586679889,0.0,1522.7901011534545
Q28,0.5088411174039266,0.2370443764654558,0.0,47.45947499560238,66.16104188566999,168.46344911501956,5.906702441704306,0.0,10.125718503908699,3.963840675723866,8.838593283054225,29.137265714902963,0.0,1.422533287742741,1199.0799145711198,145.01375918896898,207.4236275486006,1.2470007663266842,1309.7025544791616,234.4190322826275,115.76445714657645,40.59598741990448,0.0,1719.9010040900666
Q29,0.896625016925823,0.058052636834010046,0.0,22.080559252755503,26.833968959074685,96.47733148127801,5.029153717815146,0.0,3.2289940385454976,2.3183793106216526,0.4957978092619596,40.3231979320006,0.0,0.2854751376225302,765.8351471843747,112.07460721170065,127.00973256213291,2.0647016754674543,1159.0720681212085,60.499988962809546,127.94997024072082,17.916694545907518,0.0,867.8047685114873
Q30,0.6376618149805049,0.19950947959227414,0.0,46.35847036477139,68.72682206925172,168.12246869477596,4.627715211397362,0.0,10.405022055046345,4.194310755476885,9.07001487024187,30.291901261032002,0.0,1.0640723092135411,1194.7281687479863,143.13266940402403,207.41623423141468,1.1838930773737855,1322.3518691249567,229.60852230983784,117.83638265533621,41.47497734671975,0.0,1703.4019378719786
Q31,0.7435090252064556,0.1736180036366438,0.0,53.17909128424115,68.49955430210994,162.50867715827687,6.723038021198963,0.0,10.618288108027325,4.371598990524406,9.246707056928894,31.17544079851768,0.0,1.1745804754035687,1208.8023262455692,147.0906268460872,212.13236147639557,1.1380559246211643,1308.046267515532,225.99350513633865,119.42082247577791,42.14632329667775,0.0,1706.023398608211
Q32,0.6108809137549202,0.2935670127478575,0.0,54.568373786869685,69.05476883980619,167.34134131792135,5.307397941590279,0.0,9.75226235511535,4.9411556730213775,8.528983044345377,27.6021980778623,0.0,1.2015398722622757,1189.6582351776415,142.56602022153373,224.0304564669272,1.3360513550595416,1298.1801148999325,242.591530072341,119.76248240738684,39.418267194826356,0.0,1741.9887565877832
Q33,16.5510433548434,1.915562798696385,0.0,5.4895713671682245,19.49827630866323,5.612304730518676,2.1772189932220125,0.0,3.126954505456117e-05,2.701665353282015,0.4014463483387919,6.5553883550269445,0.0,10.993872894705397,19.565326687286564,1.86982070049158,1.9911415976241469,0.25103712700616215,5.873316671115778,31.847871542760274,1.0726631812522347,0.3770410479054331,0.0,2.310478661627632
Q34,13.310133275441554,1.8581773448068046,0.0,0.0764298499944139,0.12865859461208168,43.83854647748729,18.284409742194924,0.0,5.791892532764397,0.3618985884379262,0.10300173815056482,0.003798267687276985,0.0,23.557378484908636,82.74906877597829,7.6648000688853015,19.51236061692757,2.014476116020845,97.42471291055254,143.1007341463444,10.281228307642662,7.094239030225352,0.0,236.48175130532874
Q35,13.397569568489384,5.90005602634373,0.0,1.1846067755617982,2.1850465649319024,3.029038647212383,0.47269846823165185,0.0,0.6185932821973493,1.0474532681636488,0.022174830200432618,3.4205771909301776,0.0,35.1543841206517,9.594683952631927,0.07482416584653599,0.040930021147703284,0.12209355233752589,11.319340909582918,96.02140550976452,0.13849085304706923,1.435896106445324,0.0,36.441303258427205
Q36,17.634284947858294,3.005588368606016,0.0,0.5198951839937389,1.1466072974588548,30.43265122437149,10.539230864162915,0.0,5.862373882037382,0.004229138190182956,0.03149582191144491,1.7599807256566686,0.0,31.65193681535815,56.28920633496438,8.200729510230973,8.483589301394078,2.2748031941501097,82.15682097346611,142.99213979622175,6.692254482933311,6.930772276748221,0.0,171.7799133651417
Q37,3.7538655560883587,2.079113474699961,0.0,12.033284162421701,19.652537612213607,15.186949048422889,6.14885899922187,0.0,0.43649531440854716,0.8214021842093866,1.4199844473668688,2.8564917941190338,0.0,0.5287055124951121,61.17016465222679,12.697130519402211,20.396430329054194,0.8080488121769652,23.928665358581064,1.2891937105321842,1.819219881678899,1.85842730166908,0.0,117.52575032384276
Q38,16.417654355266176,5.724929318125588,0.0,0.7360126110498231,3.143615847140207,14.727415005365136,5.365961159100651,0.0,2.6235257000078644,0.48487198202962284,0.3300465565197942,5.7043527957754865,0.0,26.652269380150738,23.52670775093697,4.841353125364895,3.436790868538122,2.7666846097129008,56.45372131351016,119.79707140041118,1.4721053631486989,0.18114266151871003,0.0,94.72603629784079
Q39,18.043042815315168,2.814819923854376,0.0,0.573837515387001,1.0542701172145965,31.699899313347817,6.548829047950308,0.0,4.1112438690992485,0.28402598900098075,0.04414766640364052,1.4891693256199254,0.0,30.310599580295058,64.09827837025584,6.6200505631152655,9.608273491194877,2.3988539105865243,86.08347534431682,149.85338238569312,6.997942044578477,4.222341339142245,0.0,170.14372074610532
Q40,8.104126742194303,0.790736600872258,0.0,2.383025595054413,0.3488006611225189,66.71896363701116,27.893829358824476,0.0,6.49995478033254,0.304617512534516,0.8522713191135641,0.20091025857234177,0.0,24.708976349314003,146.04689810866395,18.581521560342626,25.016241443804667,0.6616995087281085,139.30025917850628,142.63022716975772,22.5294589770251,6.480527269186162,0.0,352.70760889234333
Q41,1.9250874054484375,4.765445404206116,0.0,1.0535783025501433,4.377313616208051,23.729810763590844,4.37107040377416,0.0,3.0418846385660134,0.03664837459969643,0.01043088029922048,1.3705914501774143,0.0,7.965477542283722,147.71697414195756,21.878366392762242,27.600501006794183,10.245613050711595,193.26547508963196,103.88784782342192,5.047145179694572,0.02613723428046307,0.0,190.16518474703548
Q42,4.022735225294332,5.351592505183251,0.0,1.3713460042388226,584.6139367616383,0.04949320581170387,0.036260090587956546,0.0,2.669725823410036,0.18303521699461506,0.8994383272283031,55.216990741748724,0.0,3.6354318206439715,5.792384360251873,3.1290311562112585,1.2604984056396091,0.06165541591944573,3.8962929898209357,6.6330580722131565,0.06104328740775642,2.25402859548602,0.0,21.55719655256975
Q43,2.5664048936038024,19.087636804195167,0.0,80.99533661006612,141.93437403769545,45.24582584145238,68.36730990582954,0.0,6.376073173025001,0.7255043617546327,1.6500670978759326,107.0612588159346,0.0,1.0006310268569845,210.74739294345108,34.504454376322826,32.0311572425407,7.581218390064907e-05,174.70067973850615,0.9678081143775016,18.817982608506355,1.0664168606245281,0.0,349.6602755252385
Q44,0.2013220809289893,3.5098611774199857,0.0,4.829940691642682,651.4799178509699,0.6418605286811051,5.523672395480352,0.0,9.55030119812651,0.2598354287849352,0.7974354033079672,86.63764653110701,0.0,1.4082225964224688,9.061549977626306,11.654237489145148,0.05754772811827344,0.010028019339522094,7.499657134005128,5.710590603185023,0.2598354287849352,0.3058055026294795,0.0,43.5076621903521
Q45,4.452883365529907,0.05590048107102934,0.0,32.63756326511081,178.6635206106646,4.083687237323431,52.06709012658836,0.0,4.260020694716906,0.3701293092300855,0.9027997192817012,33.8005028639939,0.0,0.4514887840668768,4.479839001518086,8.946357004145732,0.7024567425713109,1.5062800479538145,3.602531932489687,12.061217842052393,0.030042638553397533,0.336165595203608,0.0,5.731957875306704
Q46,8.315920544530476,10.611750543459571,0.0,59.61134160667508,66.8698416873383,69.01175449999641,75.8655297718084,0.0,9.30544173949769,0.00024245419160115193,1.1643507693966773,56.072033047172695,0.0,0.5298869274020578,231.6687455179604,30.518854046006563,37.98442712823659,0.02030049243910769,234.0919154263464,2.2138473127014224,25.23517426778612,11.101265584078112,0.0,337.12685441612376
Q47,9.277870105832502,0.8388839837957928,0.0,11.220277416541865,6.244406547898952,1.228347795984354,1.7295254285953245,0.0,0.2947409853817333,0.21051747840092103,0.5843010604977127,7.238687906405383,0.0,0.9076221981213735,3.136369509267415,0.34901240080352786,3.595945219159169,0.05256531734045041,0.30459825199296975,30.142850412998733,1.4949067205501159,2.321322543885206,0.0,9.619923338745203
Q48,8.252143213242613,2.001871441428919,0.0,11.478479205892846,10.889959249440107,0.12593775825272807,2.064953349378338,0.0,0.46155979488837906,1.190662953790776,0.10493575693144806,7.751602771399572,0.0,0.601473747100284,3.50418534917777,1.6666343021116443,5.755088615623881,0.1750725847980879,0.0018395861451749027,24.769150899374576,2.405158344547889,2.2359005611516127,0.0,6.733054679419588
Q49,20.553483201861923,0.07050036370504043,0.0,3.6426761991078442,0.9532709103798349,21.457397299378044,2.421922429620392,0.0,0.4625696749961018,0.0697766612150969,0.5088075753447365,1.5644061942599163,0.0,0.8665039073977002,188.61015515437816,8.420407016233117,25.88380701101805,1.3196925924404843,155.2321307012442,11.078175661365384,10.051038485371967,7.166546992794394,0.0,122.11728805229049
Q50,0.10580961593922796,0.01628422337965226,0.0,3.625921712159845,3.656750997726262,5.773923047472472,4.04989209781309,0.0,0.07035025865071358,2.509313861769094,0.7140950284503034,9.353698263692584,0.0,5.8529387193120295,16.67591953689266,12.576470972902213,3.1580289385953315,0.032505254204008585,4.927811261109243,4.818914191949098,0.49715913753703983,3.167574294643441,0.0,16.148261423753073
Q51,0.031710634899328384,2.3618394236414524,0.0,6.570716299717494,11.581169948876363,5.508684260681224,0.012397395513361659,0.0,1.6205500896496716,0.4903374052634643,0.29331018766373407,8.810509481047456,0.0,3.0359587180144607,5.632528998150618,3.1651093030643405,0.002686239624771631,1.8539041290881293,15.905784260912373,25.01042785769104,4.18086959232195,5.703641130863728,0.0,1.3860413169986847
Q52,31.794506792308884,0.8820202464424002,0.0,56.422310467611936,30.20839870042188,87.75202427077188,10.118738918859885,0.0,1.9266369997903598,11.275352122143616,5.463144592580896,6.22714560416907,0.0,1.3894902827353603,575.5396283937475,88.32066593838712,130.94119054024432,4.641752238562732,242.15388402510382,77.2644796968452,17.033343819171833,18.55621519102789,0.0,673.8614575264324
Q53,6.558863338937916,0.9107192559429033,0.0,13.018607080399583,6.140753096396558,5.193384254851759,9.12702601569765,0.0,0.05229528631627567,6.552377009621338,0.0005904621419055964,2.1650490780462217,0.0,0.49708585028885843,78.60038518181348,11.079300825522616,12.32285540770276,1.5007801681502604,26.483007943624457,5.650752997795374,3.294706863751473,2.963318569040188,0.0,164.42576979510608
Q54,0.006788588898386063,2.3687713282025036,0.0,2.4734554897607826,16.02617066557081,68.23281498407182,0.04855148690517621,0.0,1.900325127837312,5.988805254583864,10.617019738800932,12.78489956217609,0.0,0.2787008438571889,848.9717483885802,42.465300918855355,195.76032977512287,0.003326041363757223,762.801072603195,243.02384126308775,49.47847566582276,30.50479102871987,0.0,990.5659902520495
Q55,2.9045707851607796,0.8738644913536373,0.0,1.9608162888471674,3.623417706363369,75.57602184397192,0.05108014719997299,0.0,9.762394354816283,2.2798523703756786,9.103583008136702,3.3877440579012306,0.0,2.2404122844491963,445.9855200443326,15.771503097171133,78.78872460010186,0.29485688803340776,437.3084640786034,512.5103448554769,22.29875989321017,27.609949221101626,0.0,774.3066778133957
Q56,0.6300858885387751,0.4205535336483321,0.0,6.8644934218536084,15.555335965541117,57.1622034994885,0.28009580561188796,0.0,0.6401464864057294,4.620783753958468,3.5084041094429925,29.074048277987835,0.0,0.018259537354742644,932.5526442915763,47.145176011802825,163.43076925161446,2.918831693315401,1172.9577167195466,50.023910798403186,57.9535038920232,10.213451650060621,0.0,803.6363702824912
Q57,3.7637051384089477,2.595596757695545,0.0,0.19172802047486145,0.20026049354724587,0.9348732955570598,2.720787568910554,0.0,1.295005923670568,2.629808032998511,0.10958814771032502,0.3749787434847997,0.0,0.6785451728298919,6.508414104647638,1.6627055913700266,1.8965663266068973,4.283333355409816,1.7203571184525728,0.03750481936869494,0.6735910535583832,0.5787153730514402,0.0,1.7856061456217978
Q58,2.1577300650548503,0.08904468111560279,0.0,0.4222737996158483,0.7744100015794709,19.93269351669284,1.7329975185936701,0.0,0.04443127941868959,12.813229145313684,0.5246087654119773,0.026035689339130415,0.0,0.2389791850918683,106.90599399888383,4.003496982443704,33.65981694668865,3.034018336446271,218.06592876503285,42.7285045660695,9.143268415054798,14.239416408673067,0.0,68.11758630758528
Q59,1.1934290494664859,1.222996997335111,0.0,0.5238339312875462,3.7259841727578453,53.11744927150416,7.801188524422468,0.0,1.2636318909278248,3.786009696215056,2.419757798225826,0.23535259665492103,0.0,0.122503895511,329.4141762409028,17.75386213560052,40.38086431764039,0.6494473873205865,358.34536433441,585.9800836943408,16.21524843791714,8.730420633513596,0.0,612.7853748942805
Q60,1.933241027573135,0.6983475450341199,0.0,3.459591645384986,6.266563765992341,73.55155276922329,0.6696681032797989,0.0,11.451321401133006,8.13122277363194,11.315617997657752,0.016621571362961465,0.0,0.7452482440911414,501.8744260776217,30.129206658551322,77.9798204636005,1.301908036742928,501.56184241073555,573.5919517919365,30.39115253589076,22.079243305349404,0.0,897.5477148537078
Q61,24.67522441349943,2.2439465675474763,0.0,23.52128852802009,9.711716144845804,29.94484405319898,1.3593608055409714,0.0,4.002735305923963,3.2628647324143234,0.11693302696328639,14.918000975060076,0.0,0.5212425953038736,232.08942797380286,38.15845533706917,74.31048772260174,0.10035783737339048,93.1514155153663,0.03930863436195436,4.265798956474618,4.952511066767112,0.0,171.07667682538352
Q62,17.369919170203826,2.2747460358214235,0.0,34.89556858394198,13.883956798330665,34.972095504643256,18.642506790743003,0.0,1.9354743887460701,10.019578867097582,2.4986413724936427,0.9231816296196934,0.0,0.04219887459888006,173.6153914474894,32.54216238088772,55.881218226275976,2.4206780963097083,88.16773451571855,20.662365322307913,8.783515049371816,4.10457131949161,0.0,278.1823281390048
Q63,4.0086547974946765,0.29399387245934466,0.0,23.600788110561627,73.96198934345185,76.69081052719484,54.70868584667731,0.0,9.914199549261248,0.4859532720654219,12.78772590375104,19.920648170699135,0.0,16.419354739774022,388.437383710197,67.00238920344707,101.09577369738258,1.0390735551112151,251.19440994841136,124.3860825467564,35.76988849458847,8.196800971146176,0.0,853.2961793439075
Q64,8.782616027788631,6.269752403680661,0.0,2.8871949003620654,12.555659279880944,79.35551796392434,1.8286778684284954,0.0,5.727107803155447,0.004924480470444442,6.691838827618755,1.0495509188117675,0.0,2.74650834766298,32.79834227910138,2.8451510307958263,14.962277471068614,5.03497255428374,109.56017645650664,35.65325417645825,49.94706956150023,6.624267717740421,0.0,41.0271550967464
Q65,3.427373965837969,1.1632799926589898,0.0,13.565466408888932,22.210878513888925,11.871728828983079,8.7190703096499,0.0,0.8925271567063713,0.04006415181251921,0.34721780443646605,0.6415060439877615,0.0,0.30408621592601737,23.741877680071834,10.093732074334412,17.927383230096037,1.8031788057537417,6.182342529274627,0.30976742513390443,6.317671336373309,0.24290214456326165,0.0,75.20829152916308
Q66,5.866682492450045,0.5084742716051768,0.0,23.897378563607337,67.42394767676687,71.53832713349685,52.083273853974156,0.0,8.756845889538148,0.42768601130803424,11.528466151607917,20.73756455976381,0.0,15.652111674487706,358.33087341739815,56.856605239710085,90.48299532083546,1.241820386522519,234.98100983795158,114.71545351317293,31.984313450334135,6.925266180362225,0.0,782.7261083823131
Q67,3.1680594769849217,1.3828587077215067,0.0,3.773570888670716,6.708873882550094,0.47987450680596716,0.13728997770056403,0.0,0.5651001660168701,1.610208954912599,0.21918800476268988,17.420503818492598,0.0,3.4813754173048403,0.008542681341444971,0.3222445972487443,2.3183000165928807,3.018749462171373,2.9288873183707382,68.21806345883073,2.3405198630477875,5.9441849245441745,0.0,3.5444551634195727
Q68,49.41510945908807,0.2512352369716265,0.0,46.93644720029706,12.43904435632641,89.41159968872641,9.63394310310986,0.0,2.0702399982010986,0.016268770393219344,2.429950447937458,8.825649538087545,0.0,0.0507827302113299,243.2156734711173,48.70679101744038,58.00960622599354,1.8671729996560906,115.54542733959896,22.168759704838557,13.735099314845794,13.385472063956119,0.0,298.24113548768725
Q69,0.291231168593392,2.3015644161704736,0.0,15.17492481021116,56.41253034806281,59.33022021263194,46.0314288962838,0.0,4.167549654357983,0.5575005525803982,5.600930425810409,0.08090064288724536,0.0,8.878347977158018,141.7465977227336,35.68455804305973,58.65008240394491,6.326910901274712,97.42672816649457,97.1649704478991,6.30667541976303,4.158953657272643,0.0,413.82122448708736
Q70,1.2838948467166227,0.9697100617933475,0.0,4.148200625859258,7.819082948527773,1.3941411225792395,1.4179734882814636,0.0,21.100646839433015,1.2744067776311474,0.36269508258122185,2.338699951245562,0.0,0.1684928038441296,18.31938591245096,1.8953953083810102,5.693315916722996,1.23985653451486,2.746303754497342,5.149085072043103,1.2744067776311474,0.9088660800246136,0.0,38.06226909928112
Q71,4.2447112457042335,0.009571262736202592,0.0,1.9619523103498573,1.1256182463938178,0.38565114908908477,0.6514846982022531,0.0,3.0510008082953313,0.10236188021264642,0.8251643398065959,2.113709971320308,0.0,0.06692951715324251,1.1814307325455493,3.988572607545985,4.446558508605387,0.6849979151674087,0.32013307537002567,0.10448011670952372,2.8996776623071416,0.3850311919487867,0.0,6.314509269491246
