,Appeal_to_Authority,Appeal_to_Popularity,Appeal_to_Values,Appeal_to_Fear-Prejudice,Flag_Waving,Causal_Oversimplification,False_Dilemma-No_Choice,Consequential_Oversimplification,Straw_Man,Red_Herring,Whataboutism,Slogans,Appeal_to_Time,Conversation_Killer,Loaded_Language,Repetition,Exaggeration-Minimisation,Obfuscation-Vagueness-Confusion,Name_Calling-Labeling,Doubt,Guilt_by_Association,Appeal_to_Hypocrisy,Questioning_the_Reputation,None,mean_importance
Q12,0.003345977995797546,0.005950565373741289,0.0,0.0030131703745914264,0.0028219706476455037,0.003462911492095573,0.0039884490361447155,0.0,0.003765355004077726,0.007027440087533694,0.010427986093980228,0.0033533244156652474,0.0,0.004532670990389972,0.004118085466312945,0.0046537576371312225,0.0042522884376452255,0.003158617011739598,0.0034398973122312143,0.004731203439982514,0.004211628630358089,0.0061008668248553515,0.0,0.003480199431326714,0.003743181904301908
Q13,0.003009203932058649,0.007259977479335351,0.0,0.0043300814435394165,0.004369624144469892,0.005124883531538175,0.004935419878441459,0.0,0.006337536193171559,0.0038372041626587054,0.004010774585584564,0.003196220262065664,0.0,0.003215533970654528,0.0038995308107547103,0.004619644657582023,0.004275353144014734,0.007102018605924991,0.004002098178202265,0.006661368359074168,0.0034051189660775426,0.004863322694620837,0.0,0.003147356314274503,0.0038167613047518224
Q14,0.0024106275148301783,0.003876088463029965,0.0,0.004693597715397869,0.004267606872230639,0.004566996352503587,0.004497735573583766,0.0,0.004404976122086194,0.005180222450852507,0.0032441145921999095,0.003185603830400438,0.0,0.0037273691396456166,0.003909329249131368,0.004719176876037565,0.004626701535308259,0.006375040815458701,0.003751758857120825,0.005382065495248472,0.0032745008998550608,0.006231923198271381,0.0,0.002809055834112798,0.003547270474471046
Q15,0.0026073401185240487,0.006746976046272867,0.0,0.0037829015151047817,0.0036608594572526665,0.003595572721753838,0.003993246900249881,0.0,0.0026476378812827378,0.005587331164616663,0.010431333487696356,0.0034182652675691892,0.0,0.0035262244815272574,0.0031236677904630645,0.004391336483419842,0.003719854644925864,0.001493284562878236,0.0029486014045110452,0.0037008247450390813,0.0030865530050346417,0.002285905241285768,0.0,0.002783691336466479,0.0032304753439947632
Q16,0.0023651518974817706,0.0022632744459002113,0.0,0.001636129631960247,0.0017571740409658314,0.0003616299797932617,0.001745092236209225,0.0,0.0018741767221271638,0.0026516622169332864,0.0018750800572077738,0.0024408360065895475,0.0,0.0028855043781212484,0.001855226713339984,0.002096776332687917,0.0010860357716633343,0.003000821036092539,0.001462601640893041,0.00123390515579272,0.0011433341088681645,0.0012072257861552537,0.0,0.005900032575535949,0.001701736280596603
Q17,0.004332049361161211,0.002790947054170585,0.0,0.0030644295804335238,0.0040977151930455665,0.00269137587686349,0.003161073921941484,0.0,0.0013165747817873263,0.0037153291708601583,0.002118106559315187,0.005714887135776586,0.0,0.0038695558161958195,0.003444668690573555,0.003447392181814155,0.0039676881955317414,0.005430800389926542,0.0038696369307580523,0.0034592777039644967,0.003839379345276038,0.003493474847789423,0.0,0.0034511969856770874,0.0029698149884525844
Q18,0.003318932614139266,0.004958692950770197,0.0,0.0032878383069586768,0.0035511453918576903,0.0034542980552270826,0.004836024227895987,0.0,0.004240161669255456,0.0029498312394576564,0.00584821654624603,0.0018486544303981912,0.0,0.003225763024121181,0.002728396439997619,0.0031576944981265404,0.003690384225296266,0.003679851824004843,0.0029070271701062728,0.003690494000821245,0.005280737608101974,0.0027785944304748434,0.0,0.004574439331068586,0.003083632416013567
Q19,0.0030346019469345577,0.002392314839715998,0.0,0.0022952606781804085,0.0014432289806255714,0.0009250678505734089,0.0011295379994408796,0.0,0.0009009447164015708,0.0024967128406208966,1.6476110975981645e-05,0.0024901902795859,0.0,0.003328301347753383,0.0020721687771800275,0.002299227906635278,0.0015070038374692982,0.002152722088683281,0.0011709202737841607,0.0014593713761300517,0.0009868020203449741,0.0006836969411367841,0.0,0.0026156539606017517,0.0014750085321989237
Q20,0.004067614273096932,0.0015593264825472845,0.0,0.003451606741829138,0.0029931899593774918,0.0035240695236999735,0.0023374593959635463,0.0,0.002875763226572154,0.0041138375547676975,0.0019698893465053004,0.0027661461006895298,0.0,0.0023247468981774976,0.01713053182020222,0.0033712642838131207,0.004405785980313738,0.006840592843830293,0.007578279069676916,0.002967120192247283,0.001543534188698944,0.001100183212566311,0.0,0.020039788652734515,0.0040400304061379115
Q21,0.006747624846822169,0.002825519868906604,0.0,0.0018454877999391655,0.0031911105736206614,0.0021152239252151257,0.002050359787752096,0.0,0.0019557750415411085,0.002161179926259935,0.0,0.004115153738766168,0.0,0.0008322567720591359,0.001862307127360494,0.0021486580261859908,0.0022312688729304916,0.0006877064781567834,0.0018596725353330634,0.0026326421251629444,0.0009743326486108827,0.0036452747927983933,0.0,0.0022464518590240767,0.0019220002811018869
Q22,2.9842427927243252e-05,9.846550948796224e-05,0.0,0.0004915400160984999,0.0004998781025095972,0.0002660344146830583,0.001192535479251135,0.0,0.00019593443623823424,0.0,0.0,0.0014250459465405825,0.0,0.0011447003195162871,0.0004101230392791151,0.00047859572695770644,0.0004472410496347954,0.0,0.000435496833641815,0.0008967133542355946,0.0015275166579636523,0.0,0.0,0.00025363884469319466,0.00040805425661076967
Q23,0.0014285741339405298,0.0012593980044275895,0.0,0.0019349765391664029,0.0015845088824418137,0.0029289094089237897,0.0018735066430469194,0.0,0.0025969810840891154,0.000934575168027564,0.0014612425406806556,0.0018091747843546654,0.0,0.001078346395580507,0.0016115012740862838,0.0021461997865618336,0.0022652628130228466,0.0012299820486183079,0.011617491971558704,0.0018008030409935804,0.003267005052645308,0.004210845297390937,0.0,0.0008728879232923301,0.0019963405330354032
Q24,0.0017036039699303317,0.0016671512571533069,0.0,0.0021145582389491633,0.001327698112108286,0.002199024296766243,0.0011448164996770468,0.0,0.0025960053295589983,0.0019795433646867546,0.002084283409983046,0.001632892659646465,0.0,0.0017046216171287799,0.003949657239565895,0.002659643379389719,0.002272911151530409,0.0019561495929554785,0.006664568251494865,0.002255025624525084,0.0013135846885007326,0.002744469200245869,0.0,0.0011374439022595114,0.001879485491085666
Q25,0.0008325384385575154,0.0008146215265609828,0.0,0.0018940739371640456,0.001840295160639687,0.002097758694428254,0.0011071500616624023,0.0,0.0021517628359286143,0.0014085812575940998,0.0031094627613398166,0.0015180147107036544,0.0,0.0014231346359428953,0.00283224179158133,0.0016192409981456535,0.0017641725512072997,0.0014153993968536672,0.00549028109941342,0.001691201904105873,0.0034451068015494326,0.0016186754819776065,0.0,0.0008643585810738428,0.0016224196927679204
Q26,0.0012341677215299935,0.001735821849602948,0.0,0.0017188955719253426,0.001585911202515754,0.0024959106739353473,0.0016074533116857187,0.0,0.001658746204747246,0.0032862300803301442,0.0010823029503241029,0.0014539101441444003,0.0,0.0011002147938588788,0.0016660924488457228,0.001523511476472705,0.00135922577796744,0.00017317497816753954,0.008245734946015899,0.001518528965576805,0.002735865533320753,0.0019079173845639491,0.0,0.00255686000776314,0.0016936031676372428
Q27,0.0016406116670657344,0.001553604520204174,0.0,0.001982487224001241,0.0014136779878320036,0.0030544226738965885,0.002041223195101805,0.0,0.0011495002139859066,0.0012533005412492001,0.003267188689984834,0.0009690219128092896,0.0,0.0011696397338563176,0.0014995883168980328,0.0014554889462866766,0.0017335399180188644,0.0005590342948644021,0.00357283506780072,0.0020164571653304366,0.003272274573929917,0.0027534542352909324,0.0,0.0019506169233923488,0.0015961653250749764
Q28,0.0014584654325304508,0.00010904609665817785,0.0,0.001545016832546761,0.0018053749932169089,0.002110115150563782,0.00154536831185781,0.0,0.0026104541108365746,0.0009498005824313807,0.0055630563361869995,0.0017191105141341856,0.0,0.0015315847114627226,0.001376322766323403,0.001388207562783897,0.0018787792255514884,0.0011627390666791287,0.004678520797218917,0.001688485017892353,0.001539541171445079,0.001225378507087877,0.0,0.002720681000293991,0.0016085853411542449
Q29,0.0007211711865529412,0.0011455792815199704,0.0,0.0014711489956854445,0.0015885087251994515,0.002938980160947723,0.0022148151343702807,0.0,0.0014191771800334868,0.0011090275839261358,0.0002720401282377621,0.001667394602626969,0.0,0.0006134966912274629,0.001488016667968909,0.002091488843209771,0.0018668269767031847,0.0005846426689035946,0.007962978312963912,0.0021661012711401283,0.0036905032979000557,0.004440606257195426,0.0,0.0008037681722796533,0.001677344672441344
Q30,0.0013428855810274753,0.001039433534450524,0.0,0.0017790534646890972,0.0013609356698596545,0.002606807561926288,0.0016136828582564836,0.0,0.0007210995971776026,0.0009794049385710025,0.0025741957655277385,0.001698107626024665,0.0,0.0008672197965354012,0.004633455723525669,0.0015787941955317545,0.0020964159518404944,0.001436247584079564,0.012330173048687179,0.0018461170420060182,0.0015623406715544305,0.002736577310668599,0.0,0.002675688150122445,0.001978276503002587
Q31,0.0021874623391698426,0.0011974326345570046,0.0,0.0019858639474514893,0.001983843232362823,0.0017816671382401559,0.0015473516193986881,0.0,0.0011437521122181586,0.0012599999905181,0.0021011470629371,0.0012122298636370206,0.0,0.0012704594200873174,0.0034586577228364872,0.0016402627803542968,0.002560350385349313,0.0017899168292981448,0.009702798162230401,0.002223241866104222,0.0020978050720293798,0.001928381549147736,0.0,0.0027825619439600722,0.001910632736328656
Q32,0.0014683857448184077,0.0011551390679213785,0.0,0.0017094558438814189,0.0018545100454276115,0.0021583506837226946,0.001538432148586194,0.0,0.0024044626245993315,0.00207559945164705,0.0034253488412561827,0.001279909218816427,0.0,0.0011284687554816734,0.0034555040854967385,0.0013743698152129877,0.001956704963248737,0.0006548360466390922,0.0022495872091704014,0.001873871759273969,0.0012212755501777933,0.0017864929675433718,0.0,0.0016024831589035065,0.0015155494992427068
Q33,0.001977117837141512,0.0020773605247174686,0.0,0.0020342335115566107,0.0019764062658117814,0.0031470658903688113,0.0037305413074892376,0.0,0.005676094657559401,0.001547766467013956,0.0013741006524881484,0.0015958729975232044,0.0,0.004294575474494736,0.0024936632128272117,0.0024763971253458795,0.002566306923312145,0.0033161745083224036,0.0033847373712966268,0.003266731608991173,0.002971667857287859,0.004647504803478855,0.0,0.0019494965441717172,0.0023543256475499473
Q34,0.002481227948089565,0.0036204012248948324,0.0,0.003361802693007329,0.003008262869319508,0.004277559660884121,0.003582635499628337,0.0,0.004601271950437462,0.0037191655910818276,0.005865317564525346,0.0032865447749226683,0.0,0.0024695963303241458,0.0029274113588662436,0.0032404464214941544,0.0033675034218370887,0.003768672490162422,0.002769889065339235,0.00302697240221147,0.003231095926296239,0.003012211715239076,0.0,0.0023658907861459876,0.002832661653946128
Q35,0.0024062461970337993,0.0017142494833333336,0.0,0.0026782855245226765,0.00300736938563138,0.0037685281269541453,0.002655455265751775,0.0,0.0031808649396746678,0.0035675144557248796,0.0016599792296039565,0.003039305596922269,0.0,0.006043489301489086,0.0027661782768901096,0.002997690498927038,0.00295633298249224,0.0027965081273384714,0.0028483435690854265,0.003974531240291025,0.002979094629369969,0.0053541414897102,0.0,0.0026371066997776284,0.0026263006258551696
Q36,0.0026833587120547765,0.00481593465500214,0.0,0.0037273916769746352,0.0028382887888946428,0.004467683773591394,0.0036848923412878287,0.0,0.003023518775850463,0.004056573661071921,0.002899334321986128,0.003837342187243225,0.0,0.002357839527081796,0.0026632316769270945,0.002572643351095101,0.003661868721557423,0.004083970065610594,0.0028329659043402444,0.0032423966645964307,0.0044764580730115525,0.002244378294471787,0.0,0.002204015982034515,0.0027655869647784867
Q37,0.0014341408867548722,0.0003566749600499057,0.0,0.0012998399939065193,0.0007380006448956806,0.0007551061926782679,0.0012271629327981308,0.0,0.00022925256948245386,0.001044895631818883,0.0,0.0010346733147864962,0.0,0.0020515866529126,0.0009011809979127221,0.0013995599469141219,0.0009283003045753251,0.0002464417386299449,0.0010652137104035465,0.0014272341547047858,0.001336429879891583,0.0024867296462989393,0.0,0.0008122730562576847,0.0008656123839863526
Q38,0.0018814306805322925,0.0023802803434943105,0.0,0.0020814854718347853,0.0030776207472935284,0.003889215729754046,0.0037286637837517585,0.0,0.004000731586166421,0.001681971771033072,0.004394896714694733,0.0034084893663513106,0.0,0.0031793008195239096,0.0025173034906708653,0.002846257489709777,0.0032779516088753385,0.002772891650760111,0.0028579025873954793,0.0029024005398653224,0.003784689402918167,0.002398415173287188,0.0,0.0021849338533504,0.0024686180338026175
Q39,0.0027228578996085005,0.002641860867656332,0.0,0.0026224866911890993,0.0028814674589848323,0.0032992368763409934,0.0036630734262915804,0.0,0.0040786499662949244,0.0032410381813791074,0.007675325106948614,0.003474098434272547,0.0,0.0023827197926870342,0.002608750346074233,0.00307550109678736,0.002705359703817223,0.0018229130209003598,0.0027392678843107428,0.0027245517701822747,0.0034907546030951177,0.0034038520733046668,0.0,0.0021124335436753577,0.002640258280991704
Q40,0.002770638075146137,0.001973017504563027,0.0,0.0027428965023944428,0.003145186049591749,0.004113744591425045,0.0032922262264934925,0.0,0.005763937261571559,0.0028376427869796893,0.005583914408372557,0.0038587109158244636,0.0,0.0031083351551899597,0.003054152545819268,0.003355374299498983,0.0033223306941663057,0.0031010923939797067,0.0030418095782932374,0.0029042122551583777,0.0027206157946543024,0.004172032802699211,0.0,0.002333035622265415,0.002799787727670289
Q41,0.0016534820611419482,0.0013653362138719891,0.0,0.002274476585281727,0.0016295863242910052,0.002992629168596477,0.0020084730929337603,0.0,0.0023607346151888215,0.0020503891991831644,0.0020813887953460655,0.002348391285792867,0.0,0.002500323377115257,0.0021097605480629505,0.0030064923577996384,0.00318380819106971,0.006976381552563773,0.0030095632200907805,0.0030554416146383336,0.004118301107971302,0.002859536107771914,0.0,0.0016093345404513534,0.0022164095816317847
Q42,0.000391081312572199,0.00441486914438205,0.0,0.001902471915098739,0.023944844887129155,0.0015734665175005647,0.001218389168947021,0.0,0.002764615022060767,0.0011550494994295164,0.0,0.006882103525742695,0.0,0.0003343855526293474,0.001197142479807286,0.002752344760404186,0.0016514378595596216,0.00316765410261757,0.001586062231120543,0.001029982114305277,0.0028994579140953886,0.00029281166370121,0.0,0.0013466122150914627,0.002521032578591442
Q43,0.002735482319622981,0.005711698023444433,0.0,0.004062463757109075,0.004864209562039501,0.004539099346363396,0.005336460417045996,0.0,0.003485631061482709,0.0031697317979433527,0.0014984814930459752,0.00537508451989356,0.0,0.0034941142078798297,0.0028231369085289426,0.003573262937781098,0.0038355343259555506,0.002165336045123486,0.0037561226901864763,0.00227194179494151,0.005996582874664914,0.0022535288718344274,0.0,0.002165951525826622,0.0030464106033630763
Q44,0.0012618370173893983,0.0033123937820312976,0.0,0.002003104259709724,0.026413308073233582,0.0011286059141667414,0.0023862205728343304,0.0,0.006864619717960443,0.001978101122664355,0.0,0.0068902355159143605,0.0,0.0009595091301779697,0.0015360949819842428,0.0031919992516769137,0.0019475097657719541,0.0023213297258036733,0.0016427741374709238,0.0009691866846768979,0.0020581583743682426,0.0007734319934200828,0.0,0.001532682352044761,0.0028821292655541626
Q45,0.0038886495624322302,0.003613391739556319,0.0,0.002772877687680503,0.008095785092234858,0.0018699786657182835,0.0038274419283340203,0.0,0.0031844600731522846,0.0016382213633822286,0.0,0.003861771090895872,0.0,0.0017121700513044015,0.0012306749865137689,0.002218257159149532,0.0018829251463467198,0.0001432828559265337,0.001378913267544368,0.0006946005039683529,0.0016063866769506158,0.0009952504467708634,0.0,0.0008613779141919772,0.0018948506755022392
Q46,0.004084615034268612,0.006437824158193153,0.0,0.0032226327162423324,0.0037264305762306103,0.004695776896727507,0.004547550681390558,0.0,0.0014664703982769528,0.003690382051668891,0.0009290193089622472,0.004942091894463962,0.0,0.0020011780274940575,0.0027362867990295974,0.002577957778032815,0.003593758537557172,0.0037869580561928073,0.0037756841149713155,0.0031040314412288748,0.0046223758290532884,0.0063925127749959515,0.0,0.0022796034269558303,0.0030255475209140224
Q47,0.0007593013127499251,0.001318268240104552,0.0,0.001251427691349335,0.0009348896704875701,0.0020059649945613233,0.0011563864787475123,0.0,0.0009677306975965201,0.0020235752072649206,0.002169541152600716,0.0013007782306511556,0.0,0.002505604376850341,0.0014041878717927353,0.0018730699921896338,0.0016851914097878867,0.0012813930628049251,0.0016104194959589897,0.002925096264719777,0.003495313144986058,0.001407664451694124,0.0,0.0011561387086324458,0.0013846642689804352
Q48,0.0013846374054120175,0.0007727329529105784,0.0,0.0016447664144538352,0.0010890073451832805,0.0025086680769350754,0.0015358073674860196,0.0,0.00124538158625184,0.0015871939921912393,0.0031097694144622853,0.001481200167548383,0.0,0.002549196720055787,0.0017574037119695745,0.0025701230970468715,0.0016253087354249776,0.0014044490355806232,0.00176813943722541,0.0023974752016465224,0.0032219123796392145,0.0015788311690948238,0.0,0.001545876057395215,0.0015324116778297322
Q49,0.0030479926129897235,0.001820907600003106,0.0,0.0026199423807898715,0.0029865594219148236,0.002576782333249005,0.0019242209107694732,0.0,0.003908412747748051,0.0015922134856910571,0.002089702325243243,0.0020257547727963194,0.0,0.0025981488807812975,0.002810453155443906,0.0027801411621649302,0.0029239214449657313,0.0024108429774798634,0.0035229800176503666,0.0025666833456819012,0.004129440405218795,0.005157430667335076,0.0,0.0018432711174188082,0.002305658406888973
Q50,0.001030902340022519,0.0019061212526440574,0.0,0.0008678808193568391,0.001965637965241984,0.0004747296532288034,0.0019245468324614985,0.0,0.0005008503401360564,7.289071713822862e-05,0.0,0.0047134047945119025,0.0,0.0038398360238213387,0.0007897974603821772,0.002731479575919723,0.0012277043522314838,0.0033787700170292093,0.0011129518245798983,0.0006183580404985401,4.23968284682503e-06,0.005049188452944484,0.0,0.0007848438324252308,0.0013747555823925336
Q51,0.002530562263600195,0.00124100583411241,0.0,0.002142964713109124,0.002084638456054012,0.003209384412229117,0.0025141608241564754,0.0,0.0019464702420907054,0.0030743539793013476,0.0012090983931671532,0.0019188059416681772,0.0,0.0033863203795460937,0.002258512115041907,0.0023358182614864336,0.002485014352090732,0.002822535141560884,0.0025917347278716822,0.0027545529013710064,0.004073294207406029,0.0012949884756878343,0.0,0.0018448173059052164,0.001988293038644022
Q52,0.0035103681521818863,0.005479542850956923,0.0,0.0029074676709044834,0.004383728596578074,0.003039469342176963,0.004084082015508029,0.0,0.004866649146588455,0.0032245714760876227,0.0035502674569239208,0.003858110171235857,0.0,0.0044011513827757085,0.004530995493280885,0.0037911476456795653,0.0033729382678262705,0.0021009655667576527,0.0030742301413075133,0.0034482238813212814,0.001943215043768626,0.0019338518185066979,0.0,0.003387604025952663,0.002953690839429961
Q53,0.0015777587214340903,0.0013470159417154168,0.0,0.001628387216406455,0.0018945709861478807,0.0014001462564363475,0.0008471097996774573,0.0,0.003304950474089127,0.0001581473506518821,0.0024431409173712635,0.0015842166683771334,0.0,0.004119580385887182,0.000944270969191362,0.0017024884455182198,0.0013467871163849283,0.0008740859964889822,0.001439017895788308,0.0009662702646645262,0.0002771788769715814,0.0003283127973246521,0.0,0.0008411469719313088,0.0012093576688524208
Q54,0.0024492109999274566,0.0011258810164468255,0.0,0.003505054275229044,0.002842327959394027,0.00304616724468306,0.0029457725152980275,0.0,0.0019633121765605197,0.0019134225336323004,0.0019392170902663417,0.0022009365161950816,0.0,0.001511746102251419,0.002706912790790632,0.002481972555206987,0.0028718456941457826,0.0032065749914949662,0.0033456925915723718,0.0030905298090400522,0.0033705091702272718,0.00421925049208629,0.0,0.0018933364680366205,0.0021929030413535447
Q55,0.00336575696850871,0.0019126814439164646,0.0,0.004523257202070094,0.0036357810043206847,0.0033928019153028955,0.004362446262001885,0.0,0.0024347589535868293,0.0038017259966017965,0.004926377657795831,0.004745945004951551,0.0,0.003460975780880546,0.003313164838061983,0.004195338162381923,0.004346324667600641,0.005342814618236932,0.00407117020733274,0.00610888588514407,0.004641228891920073,0.003976295257271809,0.0,0.0032188488680795174,0.0033240241494152905
Q56,0.00152998161410594,0.0007159871432928577,0.0,0.002750337933236583,0.001902230448945228,0.003070534953288983,0.0012858808610075254,0.0,0.0012766665564180645,0.0031840495775355797,0.0054312978465949945,0.0026704498993335777,0.0,0.0021877617905717833,0.004197099232788136,0.0026091774923929978,0.002703675107219753,0.001146887815120628,0.012978822332028583,0.002114725669238378,0.0034909383496512874,0.0020295452985726547,0.0,0.0028839507051472727,0.0025066666927704502
Q57,0.005755834454215657,0.0035518740860392265,0.0,0.005358742912303972,0.006858468027841779,0.005990511137664215,0.00470808218613888,0.0,0.0048780787018439745,0.006919664315294246,0.0073442396059864926,0.006264518798477681,0.0,0.006496675493431596,0.005766242892430399,0.005953313281988888,0.007013295477593331,0.005063540796421445,0.0062218098116952406,0.0063244790071565705,0.007982532124142988,0.004750175765323437,0.0,0.005195908546745659,0.004933249475947321
Q58,0.0021998316796849426,0.0014277179999496368,0.0,0.0027315164705433463,0.0024566159438147014,0.004722745124088876,0.002449274939027571,0.0,0.0010117695792311962,0.005707083804515625,0.0039172321539058625,0.002168070211438102,0.0,0.0029126632112985618,0.002410034666764987,0.0023082286070484175,0.00288351593388143,0.00029042211054037696,0.002789630294922642,0.00294834646915528,0.0025054456738291507,0.00336487797052507,0.0,0.0013389909278260371,0.002189333907166326
Q59,0.003788187811371134,0.00281950381342311,0.0,0.004061503543414027,0.0031919636785781914,0.005412384960790435,0.004456639601229682,0.0,0.00515259995443539,0.0037921654995154985,0.0032673530243394226,0.0035608255230613057,0.0,0.002171803480082997,0.0034894396665559758,0.0034916757546570865,0.004353492280445008,0.003308740819853952,0.003525198828687626,0.010337271234443092,0.003586966933630906,0.006797290163889387,0.0,0.00307860779620033,0.003485150598691856
Q60,0.004125676894370691,0.003521631011069539,0.0,0.00436001601155306,0.003087146184955746,0.0037542083963174743,0.0035822407192417586,0.0,0.002567135969022494,0.0024243267952248817,0.005867671842467386,0.004041310452605557,0.0,0.002845508209027124,0.003007918036697011,0.0037816528831959586,0.003708165594025291,0.0024903806988870033,0.0029733300106487876,0.007108697017496232,0.004091489543174972,0.003063823892565771,0.0,0.0027830181548612986,0.003049389513225335
